GeneName,geneid,baseMean,log2FoldChange,pvalue,padj
MID1,4281,1424.459303,-0.683704384,8.85E-08,0.000000314
SPA17,100131390,1.364577842,2.72088436,8.96E-08,0.000000317
SRRM5,100170229,74.70435412,0.603074814,8.94E-08,0.000000317
C15orf52,388115,1166.760713,-0.640209854,0.00000009,0.000000319
ZNF404,342908,218.8291272,0.471121508,9.07E-08,0.000000321
,283450,5777.858515,0.530912933,9.16E-08,0.000000324
GRK6,2870,1907.13991,0.300301156,9.15E-08,0.000000324
CCT7,10574,13863.94202,0.322289143,9.19E-08,0.000000325
ERVFRD-1,405754,10.46139065,-0.898974366,9.17E-08,0.000000325
UBAP2,55833,2119.520978,0.326793618,0.000000092,0.000000326
NSMAF,8439,1916.797539,0.33756975,0.000000092,0.000000326
FAM196A,642938,34.08940589,-1.14606244,9.21E-08,0.000000326
BOLA3,388962,665.6769153,0.456103607,9.24E-08,0.000000327
LRRC46,90506,113.2065955,0.900035636,9.27E-08,0.000000328
SNX12,29934,544.6825675,-0.420290427,0.000000093,0.000000329
FAM164C,79696,124.7578935,-0.795932106,0.000000093,0.000000329
HAP1,9001,39.18677376,-0.936989325,0.000000093,0.000000329
CCDC167,154467,921.7475013,0.591790773,9.36E-08,0.000000331
ZNF628,89887,434.9715186,0.431661111,9.38E-08,0.000000332
,441204,83.84465082,0.916485042,9.44E-08,0.000000334
E2F2,1870,64.48106475,0.944065645,9.46E-08,0.000000334
KIAA1257,57501,71.04031789,0.776613793,9.49E-08,0.000000335
PTDSS2,81490,1889.767709,0.467762724,0.000000095,0.000000335
RNF112,7732,232.3250474,-1.259396075,9.49E-08,0.000000335
ALKBH6,84964,394.7811986,0.492616141,9.53E-08,0.000000336
SCAF1,58506,4978.898142,0.331436866,9.54E-08,0.000000336
OLR1,4973,153.507559,1.021317636,9.58E-08,0.000000338
GUCY1A3,2982,9034.545417,0.754465387,9.57E-08,0.000000338
TOR1AIP2,163590,595.4661373,-0.638347271,9.59E-08,0.000000338
RFC4,5984,410.6617638,0.43565827,9.64E-08,0.00000034
IQSEC2,23096,1024.341629,-0.338903948,9.66E-08,0.000000341
RPS5,6193,44416.69413,0.554369676,0.000000097,0.000000342
TMEM64,169200,1596.040681,-0.467168041,9.71E-08,0.000000342
C11orf24,53838,1866.332581,0.333989587,9.72E-08,0.000000343
TMEM183A,92703,2689.505253,0.289196092,9.72E-08,0.000000343
OLFM2,93145,1668.120997,0.688862096,9.78E-08,0.000000345
BTBD7,55727,1794.007713,-0.33742085,0.000000098,0.000000345
RNF32,140545,134.1200366,0.517656464,9.87E-08,0.000000348
UBA1,7317,18334.32031,0.25149521,9.88E-08,0.000000348
DNAJB9,4189,2883.976231,-0.515247922,9.93E-08,0.000000349
ADAT3,113179,179.6767663,0.75803921,9.97E-08,0.000000351
STK11IP,114790,927.283416,0.337750029,9.99E-08,0.000000352
,200058,745.8379053,-0.771398515,0.0000001,0.000000352
PGAP2,27315,1910.209238,-0.584415201,0.000000101,0.000000354
GJC2,57165,88.96634056,-0.81685859,0.000000101,0.000000354
ZBTB9,221504,606.0986474,0.298991311,0.000000101,0.000000355
,729873,743.5378887,0.503230381,0.000000101,0.000000356
ARSE,415,25.07067861,-0.96868742,0.000000102,0.000000358
DNAAF1,123872,21.74324841,1.378662852,0.000000102,0.00000036
C6orf163,206412,20.47875445,0.851792353,0.000000103,0.000000361
SLC26A5,375611,44.96240039,1.132790742,0.000000103,0.000000362
GRHL3,57822,145.8464879,-1.015515123,0.000000103,0.000000362
SLC2A4RG,56731,5260.242677,0.481599173,0.000000104,0.000000364
TSR3,115939,2781.631479,0.47278037,0.000000104,0.000000364
SCAMP3,10067,4223.856677,0.351773323,0.000000104,0.000000364
KCNC2,3747,1081.291219,1.729365685,0.000000104,0.000000367
TSG101,7251,3551.419462,0.218471694,0.000000105,0.000000367
PPP1R14C,81706,56.9698718,-1.153470385,0.000000105,0.000000367
ARL14EP,120534,1639.96118,-0.237207448,0.000000105,0.000000369
ZNF667,63934,336.8445002,0.417469935,0.000000106,0.000000371
USP22,23326,13605.55088,0.34367743,0.000000106,0.000000371
ANO8,57719,539.6152843,0.443046751,0.000000106,0.000000373
SUPV3L1,6832,1124.364863,0.261966868,0.000000107,0.000000373
SLC25A1,6576,5522.702458,0.50432941,0.000000107,0.000000374
POLR3K,51728,882.4554394,0.386943275,0.000000107,0.000000374
ODC1,4953,16585.85327,0.722975505,0.000000107,0.000000376
LRRC8A,56262,5191.957025,-0.299055031,0.000000107,0.000000376
,643486,0.40801464,-3.063303607,0.000000108,0.000000378
DCAF12L2,340578,68.19936675,-0.920431002,0.000000108,0.000000379
EPHA7,2045,1084.501149,-0.929113911,0.000000108,0.000000379
CHN2,1124,968.2127328,0.880528833,0.000000109,0.000000381
TCEB2,6923,7150.930918,0.598006027,0.000000109,0.000000381
LZTR1,8216,2539.655339,0.301762395,0.000000109,0.000000381
AMIGO2,347902,594.7807797,-0.816228917,0.000000109,0.000000381
AGMO,392636,7.120011217,1.877099951,0.000000109,0.000000382
RAB3B,5865,1078.744454,0.963770925,0.00000011,0.000000383
TTLL5,23093,1084.644885,-0.290701326,0.00000011,0.000000384
,284900,431.6981036,0.458552714,0.000000111,0.000000388
LRRC73,221424,119.6814777,0.749629504,0.000000112,0.00000039
SAT1,6303,24613.64921,0.652468073,0.000000112,0.00000039
FAM193B,54540,1834.48909,0.500101432,0.000000112,0.00000039
PER1,5187,6297.935577,-0.779487223,0.000000112,0.000000392
GCLC,2729,2415.632345,-0.388512126,0.000000112,0.000000393
EGF,1950,516.1741204,1.063436296,0.000000113,0.000000395
ZSWIM3,140831,264.2696622,0.371433125,0.000000114,0.000000397
FGD5,152273,671.6928025,-0.68942359,0.000000114,0.000000398
WDR6,11180,13183.09237,0.303909726,0.000000114,0.000000399
,80731,80.26976796,-1.097217871,0.000000115,0.000000401
CRELD2,79174,2982.851409,0.545984133,0.000000115,0.000000403
PMVK,10654,2922.956767,0.468372549,0.000000115,0.000000403
HNRNPA1,3178,16027.57883,0.430943217,0.000000116,0.000000403
CLEC2D,29121,929.5197104,0.383536027,0.000000115,0.000000403
MARCH3,115123,144.3916395,0.777447467,0.000000116,0.000000404
,401052,152.4593347,0.531022196,0.000000116,0.000000404
NDUFA3,4696,2559.011282,0.692552565,0.000000117,0.000000406
KLHL30,377007,42.94875326,-1.110031887,0.000000117,0.000000406
ADAMTSL5,339366,93.44735501,-0.763015828,0.000000117,0.000000407
NXPE4,54827,127.1575411,-2.001349578,0.000000117,0.000000408
,221584,39.7083641,-0.53028762,0.000000118,0.000000411
CABYR,26256,51.25361149,-0.754972683,0.000000118,0.000000411
CAPN8,388743,45.62493885,-1.33441383,0.000000118,0.000000411
PNLIP,5406,5.676714673,2.370554212,0.000000119,0.000000415
NPTX1,4884,170.0601635,-0.977923148,0.000000119,0.000000415
PRRG3,79057,3.170971934,-1.315179264,0.000000119,0.000000415
FOXC1,2296,758.9151273,-0.636679279,0.00000012,0.000000416
EVX1,2128,76.5436679,-0.977190859,0.000000122,0.000000424
S100A2,6273,398.9421045,-1.327791198,0.000000122,0.000000425
ZNF615,284370,2633.115047,0.646445429,0.000000122,0.000000426
PTPRJ,5795,3657.421469,0.468400955,0.000000122,0.000000426
GIGYF1,64599,3750.514352,0.39014849,0.000000124,0.00000043
CUL2,8453,1455.148993,-0.251968634,0.000000124,0.00000043
BLOC1S5,63915,659.8393198,-0.247321926,0.000000124,0.00000043
,100287227,26.41541176,0.731604893,0.000000125,0.000000433
PNPO,55163,2655.213239,0.325373492,0.000000125,0.000000433
SMC1B,27127,8.086266208,1.104294686,0.000000125,0.000000434
HSPA9,3313,13880.52325,0.262242074,0.000000126,0.000000436
TKT,7086,9449.759304,0.4508836,0.000000126,0.000000437
PSD4,23550,5446.194123,0.407097348,0.000000127,0.00000044
PNPT1,87178,1159.903535,0.278322283,0.000000127,0.00000044
OXCT2,64064,44.26805964,-0.776557693,0.000000127,0.000000441
BSG,682,32604.66773,0.460581228,0.000000129,0.000000446
HINT1,3094,12973.67943,0.382168138,0.000000129,0.000000446
ABLIM1,3983,3515.763824,-0.730770232,0.000000129,0.000000447
DUSP28,285193,310.9963098,0.358848627,0.00000013,0.000000449
RIN1,9610,292.0509104,-0.668144178,0.00000013,0.00000045
GADD45GIP1,90480,3042.123125,0.675963701,0.000000131,0.000000456
LSM3,27258,1997.478161,0.378115575,0.000000132,0.000000456
DNAI1,27019,11.18280657,1.781463983,0.000000132,0.000000458
CDYL,9425,885.1259556,-0.305052738,0.000000134,0.000000464
CALCOCO1,57658,5143.517328,-0.28670866,0.000000136,0.00000047
TATDN2,9797,3498.546968,0.247196662,0.000000136,0.000000471
MAP4K5,11183,1785.918369,-0.274486026,0.000000137,0.000000473
SACS,26278,1089.529627,-0.712052555,0.000000137,0.000000473
CCDC112,153733,658.6528292,0.431803967,0.000000138,0.000000479
ADAM28,10863,249.8073301,-1.015272645,0.000000138,0.000000479
MOK,5891,253.3593415,0.443022103,0.000000139,0.000000481
PPP1R36,145376,9.954991857,-0.896279406,0.000000139,0.000000482
,79825,318.8272098,0.633334525,0.00000014,0.000000483
SERTAD2,9792,1669.002676,-0.342982759,0.00000014,0.000000483
ODF3L1,161753,15.01028906,-1.284374042,0.00000014,0.000000483
IL22RA1,58985,42.61475431,-0.97220939,0.00000014,0.000000484
XG,7499,28.15210869,-1.335168349,0.00000014,0.000000484
CNTRL,11064,679.8201722,-0.467567728,0.00000014,0.000000485
SMOX,54498,2152.433127,0.738835513,0.000000141,0.000000486
NR0B2,8431,2.23505275,-1.287872737,0.000000141,0.000000487
DNAJC5B,85479,10.06402482,1.27671055,0.000000141,0.000000488
CETN2,1069,2967.233952,-0.379647573,0.000000142,0.000000489
RFK,55312,1652.280644,0.364497283,0.000000142,0.000000492
CFL1,1072,34086.89023,0.348786212,0.000000144,0.000000495
GBP1,2633,1083.564001,-0.800692923,0.000000144,0.000000495
HOXC12,3228,1.541030617,2.859037443,0.000000144,0.000000496
,442578,463.3160097,0.475232288,0.000000144,0.000000497
NAA35,60560,1432.241095,0.350451655,0.000000145,0.000000499
ENOPH1,58478,2704.706589,0.347018409,0.000000145,0.000000499
ERAP1,51752,2433.407791,-0.548039025,0.000000145,0.0000005
CD38,952,1680.508598,-1.465563133,0.000000145,0.000000501
CGRRF1,10668,653.0107893,-0.287332298,0.000000146,0.000000504
MARS2,92935,361.8262227,0.482060464,0.000000147,0.000000505
NABP2,79035,1547.853949,0.315653131,0.000000147,0.000000505
SLC37A4,2542,2365.449463,-0.519645552,0.000000147,0.000000505
SLC9C2,284525,0.394538868,-2.084543936,0.000000147,0.000000505
IL17C,27189,2.419445789,1.601500333,0.000000148,0.00000051
SPATS2,65244,1480.089065,0.363714276,0.00000015,0.000000515
PNN,5411,4231.316813,0.338456242,0.00000015,0.000000515
IL4R,3566,2169.532203,-0.43880761,0.00000015,0.000000517
SYNE1,23345,2941.41584,-0.721612706,0.00000015,0.000000517
RBFA,79863,857.6710982,0.389291697,0.000000151,0.000000519
DHX30,22907,4969.100658,0.209383665,0.000000151,0.000000521
CXorf38,159013,296.9565236,-0.473573748,0.000000152,0.000000524
PHLDA3,23612,2022.196106,-0.624580113,0.000000154,0.000000528
STEAP4,79689,21844.8264,0.886721571,0.000000154,0.000000529
CPXM1,56265,518.8657031,-1.030425544,0.000000154,0.00000053
GRID1,2894,92.09480405,-0.846998411,0.000000155,0.000000534
SPOCK1,6695,22927.19926,0.885428233,0.000000156,0.000000535
CTAGE4,100128553,134.2563622,0.703297423,0.000000156,0.000000535
AGR3,155465,350.3656765,1.615251195,0.000000157,0.000000538
BHLHB9,80823,495.3449956,-0.364958954,0.000000157,0.00000054
HIPK2,28996,9520.262746,0.607059015,0.000000158,0.000000543
AGPAT4,56895,228.7924402,-0.633891802,0.000000159,0.000000546
HIST2H2AB,317772,2.669276711,1.386697907,0.00000016,0.000000547
TMEM27,57393,90.60234197,0.525669632,0.00000016,0.000000549
CXorf22,286464,1.62883551,2.164356602,0.000000161,0.000000553
NDUFB4,4710,5262.675107,0.44684496,0.000000161,0.000000553
CIDEB,27141,638.9683154,-0.301002162,0.000000162,0.000000555
TRPA1,8989,2.611190612,-1.453206256,0.000000162,0.000000555
KIAA1211,57482,262.1003001,-0.888871814,0.000000162,0.000000556
NR4A3,8013,1210.719873,-1.363407065,0.000000162,0.000000556
TMPRSS5,80975,12.46929063,0.92143598,0.000000163,0.000000558
SEL1L3,23231,3808.893502,0.652690792,0.000000163,0.000000558
PTPRZ1,5803,162.0105304,-1.388058567,0.000000164,0.000000561
TMEM89,440955,0.991016601,2.260651863,0.000000164,0.000000562
GMPPA,29926,3181.281051,0.451452152,0.000000165,0.000000565
SARG,79098,17078.88974,0.63001741,0.000000165,0.000000566
,11257,1951.566859,0.587825044,0.000000165,0.000000566
EIF2B1,1967,2601.051126,0.211732033,0.000000166,0.000000566
AGO4,192670,686.4412246,-0.470245641,0.000000166,0.000000566
PKD1,5310,4450.53665,-0.486668538,0.000000165,0.000000566
ZIC3,7547,17.08851979,2.114210703,0.000000166,0.000000567
IMPA1,3612,1269.236036,0.577268254,0.000000166,0.000000567
PSME4,23198,4274.376891,0.329439885,0.000000166,0.000000567
OCIAD2,132299,1830.451836,0.437067665,0.000000166,0.000000568
MED16,10025,3995.300652,0.375753497,0.000000166,0.000000569
FOXD3,27022,67.71122165,1.327321381,0.000000167,0.000000572
CKAP2L,150468,41.16591107,1.006305256,0.000000168,0.000000573
SLC27A3,11000,848.1767613,-0.484884616,0.000000168,0.000000573
GCAT,23464,2953.371957,0.599870668,0.000000169,0.000000576
PNPLA8,50640,1948.931618,-0.323185539,0.000000169,0.000000578
,400759,25.65549499,-0.991711423,0.000000169,0.000000578
MICU2,221154,2472.520188,0.326855809,0.000000171,0.000000584
PHOSPHO2,493911,411.4604536,0.567176556,0.000000172,0.000000586
KIAA0513,9764,1300.152636,-0.516259561,0.000000172,0.000000587
NME4,4833,12291.10039,0.463711439,0.000000172,0.000000588
CPA1,1357,4.910733184,-1.339198351,0.000000172,0.000000588
PARP9,83666,3019.709698,0.52502199,0.000000173,0.00000059
VPS51,738,8662.471306,0.403980525,0.000000173,0.00000059
FHL5,9457,78.91378697,-1.011067797,0.000000173,0.00000059
,399668,258.9772168,-0.657096751,0.000000175,0.000000595
SH2B2,10603,71.79732796,0.763040638,0.000000175,0.000000596
PARD6A,50855,326.246451,0.614433817,0.000000175,0.000000597
CRNN,49860,1.068170905,-2.622695437,0.000000175,0.000000597
KIF12,113220,678.7163849,1.156671424,0.000000176,0.000000598
RAD51AP1,10635,131.8257811,0.589966282,0.000000176,0.000000599
ZFAND1,79752,1847.781496,0.406444795,0.000000176,0.000000599
NUDCD2,134492,1163.920393,0.27532493,0.000000176,0.000000599
SPIN2A,54466,2.310062595,-1.13327148,0.000000177,0.000000601
TEKT5,146279,11.93832008,0.914094384,0.000000177,0.000000602
LAMB1,3912,3251.232056,-0.69106205,0.000000177,0.000000602
CCS,9973,2099.751553,0.521915,0.000000177,0.000000603
FAM127C,441518,1112.125608,-0.500799267,0.000000178,0.000000604
ZNF143,7702,662.647406,-0.241761992,0.000000178,0.000000605
FAM184A,79632,153.7482478,-0.716839117,0.000000178,0.000000605
SERF2,10169,35823.67623,0.54479919,0.000000179,0.000000609
KCTD6,200845,315.4029491,-0.261019017,0.000000179,0.00000061
NFATC2,4773,96.07680227,-1.137426737,0.00000018,0.000000612
SHOX2,6474,15.38376324,1.236376129,0.00000018,0.000000613
AKIRIN1,79647,2888.575766,-0.327226112,0.00000018,0.000000613
CAPZA3,93661,1.360384002,-2.418265085,0.000000182,0.000000617
MAPK7,5598,756.1123764,-0.324981887,0.000000183,0.00000062
G6PD,2539,1923.854562,0.283129623,0.000000184,0.000000625
NDUFA1,4694,4638.63668,0.526586487,0.000000185,0.000000628
LYRM7,90624,999.3497655,-0.333275618,0.000000185,0.000000629
RPS23,6228,38452.49327,0.481729431,0.000000187,0.000000633
ETV6,2120,1948.727652,-0.363650422,0.000000186,0.000000633
MRPL16,54948,1686.023337,0.346731528,0.000000187,0.000000635
TYSND1,219743,1802.856961,0.365506245,0.000000188,0.000000636
CD274,29126,28.32345731,-0.894098669,0.000000187,0.000000636
,93622,1153.324499,0.428218299,0.000000189,0.000000642
CLNS1A,1207,3447.224305,0.307323051,0.000000191,0.000000646
DHX34,9704,1115.474822,0.347069709,0.000000194,0.000000656
TOE1,114034,575.5269047,-0.285214671,0.000000194,0.000000658
MRPS16,51021,4521.156573,0.31523881,0.000000195,0.000000659
LMNB1,4001,617.189344,0.695829831,0.000000195,0.00000066
UQCC2,84300,2721.39941,0.566502397,0.000000195,0.00000066
ARL14,80117,3.800284721,-1.470711373,0.000000195,0.000000661
TRIM59,286827,269.3868052,0.494955044,0.000000197,0.000000667
UBE2I,7329,4066.113588,0.29169003,0.000000197,0.000000667
ZNF746,155061,1118.739214,0.225338772,0.000000199,0.000000674
KCNN3,3782,47.85985875,-0.938758627,0.000000199,0.000000674
SNX31,169166,82.7913267,-1.415545446,0.000000199,0.000000674
COL8A2,1296,786.0244366,-0.709679352,0.0000002,0.000000675
DHRS13,147015,2505.690647,0.631874339,0.0000002,0.000000677
TMEM63B,55362,2752.64197,0.335047058,0.000000201,0.000000679
MAOA,4128,14002.14517,0.657001021,0.000000202,0.000000682
OR2H1,26716,0.798815912,2.58682836,0.000000203,0.000000684
IGBP1,3476,4457.601512,0.329907408,0.000000202,0.000000684
CRIPAK,285464,624.7740662,0.527964866,0.000000203,0.000000687
CIB1,10519,9564.253495,0.498248521,0.000000204,0.00000069
NSMCE2,286053,674.2927329,0.418418616,0.000000208,0.000000702
MRPL22,29093,940.2956416,0.373027988,0.000000208,0.000000703
ALDH3B2,222,2230.919057,1.143239711,0.000000209,0.000000704
BEX1,55859,134.9405127,-1.25482527,0.00000021,0.000000709
RNF113A,7737,753.2072408,0.364626424,0.000000212,0.000000715
APOD,347,7084.890526,0.85501119,0.000000213,0.000000718
GEMIN7,79760,595.3822116,0.402831454,0.000000213,0.000000719
PPP4C,5531,3645.226264,0.373620774,0.000000213,0.00000072
SCARB2,950,27049.84558,0.352088578,0.000000214,0.000000722
STRBP,55342,1870.507578,0.359227298,0.000000215,0.000000724
MITD1,129531,455.834439,0.336848504,0.000000215,0.000000724
SLC44A5,204962,333.3579629,1.710231686,0.000000217,0.00000073
SERPINB8,5271,260.0574238,-0.554734488,0.000000217,0.000000732
NDC80,10403,258.9078785,-0.688950441,0.000000219,0.000000737
IMPG1,3617,9.70682707,1.127684025,0.000000219,0.000000738
ZNF428,126299,2022.733003,0.468558082,0.000000219,0.000000738
SMARCA2,6595,7133.955786,-0.363268774,0.000000221,0.000000744
SPDL1,54908,292.8975583,0.372820038,0.000000222,0.000000748
SLC12A9,56996,2283.058934,0.353552243,0.000000222,0.000000748
MXD4,10608,7080.895618,0.391982781,0.000000223,0.00000075
ZNF749,388567,153.1691178,0.410178273,0.000000223,0.000000752
PRSS27,83886,77.2804426,0.876761398,0.000000224,0.000000753
CA5B,11238,970.4328623,0.502292207,0.000000225,0.000000758
C9orf85,138241,512.3719366,0.298489421,0.000000225,0.000000758
ART4,420,40.28243288,1.430816176,0.000000226,0.000000761
RPL10,6134,50786.73178,0.411172653,0.000000226,0.000000761
KLK4,9622,46322.80973,0.874973151,0.000000227,0.000000763
RPSA,3921,20725.3114,0.563374253,0.000000229,0.000000769
ZNF793,390927,351.8122992,0.367985572,0.000000229,0.000000771
CYP2R1,120227,601.9609273,0.403321308,0.00000023,0.000000774
PIGU,128869,1502.887713,0.32949122,0.000000231,0.000000777
NOL4,8715,134.4738922,1.402912645,0.000000232,0.000000778
CASQ2,845,358.8774074,-1.300492164,0.000000232,0.000000778
FBP1,2203,4779.94127,0.693644898,0.000000232,0.000000779
ZNF263,10127,1836.715451,0.249653126,0.000000232,0.000000779
PROSC,11212,2184.554534,-0.331754524,0.000000232,0.000000779
CHRM2,1129,13.15848772,-2.284860571,0.000000232,0.000000779
NDUFV3,4731,2487.690179,0.429215066,0.000000232,0.00000078
NEK9,91754,4990.762574,-0.290018405,0.000000233,0.000000783
RARA,5914,1706.815478,-0.439183392,0.000000234,0.000000785
SEC61B,10952,5508.102971,0.444252794,0.000000235,0.000000788
FABP4,2167,25.84014995,-1.342557979,0.000000235,0.000000788
ARSH,347527,7.758611998,1.561048695,0.000000235,0.000000789
TECPR1,25851,1292.307389,0.502788052,0.000000236,0.000000791
MTERF2,80298,856.6439846,0.333470653,0.000000236,0.000000792
TTC14,151613,1691.293237,0.375995253,0.000000238,0.000000797
CEBPA,1050,2156.503498,0.554167412,0.000000239,0.000000799
CERCAM,51148,1760.561673,-0.540055796,0.000000238,0.000000799
MKX,283078,792.590244,-0.775594268,0.000000239,0.0000008
CST6,1474,67.46426997,-1.697249756,0.000000239,0.000000801
EFCAB1,79645,150.6078162,-1.017130472,0.000000239,0.000000802
TCF7L2,6934,1333.875396,-0.341544603,0.00000024,0.000000803
,284233,34.59628757,1.348893571,0.000000241,0.000000806
MYOM2,9172,226.2424439,-1.058628416,0.000000241,0.000000807
MRPS21,54460,3062.02656,0.500966256,0.000000242,0.000000809
FGD4,121512,1039.825155,-0.560937036,0.000000242,0.000000809
ZSCAN25,221785,852.5159601,-0.285844055,0.000000243,0.000000812
CD84,8832,106.452699,-1.159898311,0.000000243,0.000000813
ANKRD27,84079,2161.400747,-0.253683407,0.000000244,0.000000815
PCDH20,64881,102.2341662,-0.97021786,0.000000245,0.000000819
GOLGA6L9,440295,365.6763782,0.595681546,0.000000248,0.000000828
SYCE3,644186,8.239083941,1.294921547,0.000000249,0.000000832
,100128191,84.30622382,0.522329854,0.000000249,0.000000833
ATP8A1,10396,4693.239068,0.55626636,0.00000025,0.000000835
IMP4,92856,1743.309156,0.374307998,0.000000251,0.000000837
CDC34,997,2506.04404,0.494054837,0.000000251,0.000000839
CNOT3,4849,3019.277483,0.248814125,0.000000251,0.000000839
GPR146,115330,250.0308785,-0.489210022,0.000000251,0.00000084
BMPR1B,658,6624.022361,0.618488775,0.000000252,0.000000842
WDR7,23335,1522.686245,-0.384391064,0.000000252,0.000000842
HIST1H2BO,8348,6.439617755,1.400140717,0.000000253,0.000000843
SPG21,51324,5258.622136,0.306779802,0.000000254,0.000000846
SPR,6697,2953.084389,0.418021876,0.000000254,0.000000848
ZCCHC14,23174,1406.416836,-0.350862315,0.000000256,0.000000852
RNF39,80352,289.2292376,-0.899539266,0.000000256,0.000000854
EPS15L1,58513,1686.867874,-0.176928744,0.000000257,0.000000857
,11191,593.5161894,-0.521176829,0.000000258,0.00000086
ZBBX,79740,8.920779553,1.961899732,0.000000258,0.000000861
SEPN1,57190,12930.57162,0.300981118,0.00000026,0.000000865
SIGLEC15,284266,6.333036918,-1.008328887,0.00000026,0.000000868
ZNF26,7574,453.7095634,0.385381278,0.000000261,0.000000869
CLEC11A,6320,602.7358606,0.626952264,0.000000263,0.000000876
PPP1R3G,648791,102.3950417,-0.665759941,0.000000266,0.000000884
PXK,54899,363.8437159,-0.549529129,0.000000266,0.000000885
TMA16,55319,739.2232462,0.30835168,0.000000266,0.000000886
LYG1,129530,22.22851614,1.008391849,0.000000267,0.000000889
HYI,81888,1381.696685,-0.732280323,0.000000267,0.00000089
WDR62,284403,100.5732668,0.936182545,0.000000268,0.000000891
HABP4,22927,844.5417912,-0.415403188,0.000000268,0.000000891
MME,4311,10373.79308,-1.08837011,0.000000268,0.000000891
CCDC116,164592,14.91125287,0.771826895,0.000000269,0.000000894
KCNJ2,3759,262.2362644,-0.756933565,0.000000269,0.000000896
